date_created,name,therapy,group_,type,acq_mrp_revenue,rep_mrp_revenue,acq_item_discount,rep_item_discount,acq_listing_discount_uc,rep_listing_discount_uc,acq_gross_revenue,rep_gross_revenue,acq_net_revenue,rep_net_revenue,acq_quantity,rep_quantity,acq_cogs,rep_cogs,acq_logs,rep_logs,hct_acq_final_spend,hct_repeat_final_spend,doc_new_spend,doc_rep_spend,acq_influencer_spend,repeat_influencer_spend,acq_content_marketing_spend,repeat_content_marketing_spend,FB_Acq_Spend,FB_Repeat_Spend,Aff_New_Spend,Aff_Repeat_Spend,Partnership_New_spend,Partnership_Repeat_spend,acq_non_working_spend,repeat_non_working_spend,google_acq_spend,google_repeat_spend,crm_new_spend,crm_repeat_spend
7/26/2023,KAPIVA SHILAJEET CAPSULES 60 CAPS_599,Mens Health,HPC,Ingestibles,0,2995,0,274,0,1996,0,626,0,690.49,0,5,0,450.3,0,92.20833333,0,0,0,0,0,0,0,0,0,0,0,0,0,179.4279,0,0,0,0,0,0
7/26/2023,KAPIVA SHILAJIT GOLD CAPSULES 30 CAP,Mens Health,HPC,Ingestibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/27/2023,KAPIVA HIMALAYA SHILAJIT 20 GRMS_UMA,Mens Health,HPC,Ingestibles,893404,401732,30650.44695,17280.79512,271435.3692,141725.6524,508908.33,206715.27,364603.7994,157513.8079,470.8234189,219.8593149,93966.93795,43879.52208,17420.82214,5672.251163,7966.213632,21257.02686,2278.409114,1447.80872,0,0,0,0,150458.88,37614.72,21248.69136,5861.314622,13180.3074,1546.7355,7952,1988,49462.96,12365.74,0,0
7/27/2023,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 20G,Mens Health,HPC,Ingestibles,476735,332815,23744.70839,20883.74948,95204.97897,80434.61673,334802,218786.01,247762.0133,170955.1937,219.5187838,161.6007688,55562.39936,40902.77059,8458.242383,4040.588167,4541.880028,9767.385581,2317.245633,542.4584831,0,0,0,0,90632.48,22658.12,17902.94172,7810.150581,5066.8099,4942.8804,14145.6,3536.4,23890.16,5972.54,0,0
7/27/2023,KAPIVA HIMALAYA SHILAJIT 30 GRAMS,Mens Health,HPC,Ingestibles,115445,27287,3295.902234,992.7914223,39959.74837,8564.613789,65117,15122,52621.59754,11004.86151,47.02160298,10.4071163,12941.75579,2864.35062,2320.574,450.56,0,0,0,0,0,0,0,0,0,0,2038.316493,1000.410126,1470.4712,0,0,0,0,0,0,0
7/27/2023,KAPIVA HIMALAYA SHILAJIT 10 GRMS_UMA,Mens Health,HPC,Ingestibles,15980,2397,295.2485712,101.7466774,0,0,15638,2278,9829.721257,1805.343038,13.37622916,2.610343107,1607.421458,313.6849312,921.9575,93,0,0,333.6599739,283.9659428,0,0,0,0,0,0,664.3147558,136.8008899,0,0,0,0,0,0,0,0
7/27/2023,KAPIVA TB - 60 CAPS,Mens Health,HPC,Ingestibles,12784,14382,652.2720421,559.5670753,3634.909182,3402.872947,7869,9910,5557.953345,7895.821582,13.39333611,15.83106251,1899.844727,2245.636218,343.06512,440.8610909,0,0,0,240.5358646,0,0,0,0,0,0,458.1717937,532.1366636,0,0,0,0,0,0,0,0
7/27/2023,KAPIVA VIGOR MAX JUICE 1 L,Mens Health,HPC,Ingestibles,7000,5000,614.1826528,555.4981158,701.0874083,498.2696639,5412.28,3816.9,3845.494762,3032.716521,10.07319471,8.82258053,775.4345289,679.1622492,710.1826667,461.6011429,0,0,188.7538218,348.6934826,0,0,0,0,0,0,231.3014304,193.1307502,0,0,0,0,0,0,0,0
7/27/2023,KAPIVA HFE - 60 CAPS,Mens Health,HPC,Ingestibles,9588,18377,651.7567304,860.6551181,2401.508811,5254.351677,5226,10652,3222.642132,7837.937911,7.860417103,18.52602666,1282.112634,3021.780209,167.3522222,431.5550444,0,0,897.8335099,317.3736911,0,0,0,0,0,0,84.92271991,0,0,0,0,0,0,0,0,1888.930848
7/27/2023,KAPIVA ST- 60 CAPS,Mens Health,HPC,Ingestibles,7191,7990,440.4762071,470.4686751,2359.28927,2566.253391,3764,4519,2719.040756,3726.22436,7.303555674,8.85775225,835.5267691,1013.326857,117.3333333,137.8446588,0,0,0,1077.400212,0,0,0,0,0,0,193.301965,0,334.45075,0,0,0,0,0,0,0
7/27/2023,KAPIVA SHILAJIT GOLD CAPSULES 60 CAP,Mens Health,HPC,Ingestibles,2697,2697,123.9069252,202.7088865,323.77214,408.4410849,2149,2017,1535.185914,1623.260173,2.162234154,2.374634625,492.9893871,541.4166945,89.6,107.48,0,0,0,0,0,0,0,0,0,0,237.1330428,0,0,0,0,0,0,0,0,0
7/27/2023,KAPIVA VEGAN PROTEIN - CHOCOLATE 1 KG_2249,Mens Health,HPC,Ingestibles,2249,0,83.17407561,0,0,0,2149,0,1526.694028,0,0.766084273,0,456.2031846,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/27/2023,KAPIVA SHILAJEET CAPSULES 60 CAPS_599,Mens Health,HPC,Ingestibles,4193,1797,111.5560976,32,2281.912573,1131.33,1134,508,969.2358763,603.5,5.586317256,3,503.1037321,270.18,146.2666667,95.5,0,0,0,0,0,0,0,0,0,0,28.59296699,0,0,0,0,0,0,0,0,0
7/27/2023,KAPIVA SHILAJEET + STAMINA CAPSULES 60 CAPS,Mens Health,HPC,Ingestibles,1300,1950,110.09,49.79711278,218.8995156,298.168365,965.05,1415,716.3126028,1322.031985,1.727818792,2.850122049,213.6447936,352.4175914,42.55,76.66666667,0,0,0,0,0,0,0,0,0,0,90.5813989,83.72421682,0,0,0,0,0,0,0,0
7/27/2023,KAPIVA VIGOR MAX CAPSULES 60 CAPS_999,Mens Health,HPC,Ingestibles,999,1998,84.20930233,139.1484018,310.9025009,683.4224599,457,941,290.1827061,673.1048391,0.701825453,1.371833092,283.7129394,554.5635274,13.86666667,23.66666667,0,0,0,0,0,0,0,0,0,0,0,0,363.0499,0,0,0,0,0,0,0
7/27/2023,KAPIVA SHILAJIT GOLD CAPSULES 30 CAP,Mens Health,HPC,Ingestibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/2023,KAPIVA HIMALAYA SHILAJIT 20 GRMS_UMA,Mens Health,HPC,Ingestibles,753997,362758,28800.43376,19087.3286,232012.5518,127088.9013,420823.94,184528.69,301049.303,140941.0053,396.2295894,199.1958455,79079.50145,39755.50684,14548.50442,5307.896159,7460.647449,2454.224297,1882.579519,464.1307629,0,0,0,0,154651.52,38662.88,13073.816,5846.774988,11403.58975,5720.99085,7952,1988,47706.8,11926.7,1678.26255,1122.684859
7/28/2023,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 20G,Mens Health,HPC,Ingestibles,501921,291438,28337.46075,20885.59067,104546.9036,68561.13292,345230,191635.01,255856.2251,151265.7095,232.1348058,142.8515083,58755.6407,36157.14527,8281.95519,3781.203651,3228.587592,1943.989909,705.1530679,2674.587479,0,0,0,0,93858.72,23464.68,17843.40454,8584.242778,8215.55845,4361.5819,14145.6,3536.4,25011.84,6252.96,4063.787732,2523.518865
7/28/2023,KAPIVA HIMALAYA SHILAJIT 30 GRAMS,Mens Health,HPC,Ingestibles,90257,41980,3230.500038,2420.096041,29061.63518,13560.6385,50038,22137,37539.11879,16668.72058,34.19752944,16.47793415,9412.186028,4535.221816,1346.54,643.1666667,0,0,0,0,0,0,0,0,0,0,1654.143255,1141.814983,0,705.7801,0,0,0,0,0,404.9736099
7/28/2023,KAPIVA TB - 60 CAPS,Mens Health,HPC,Ingestibles,23171,19176,807.7605786,1885.652505,7116.652795,3374.577704,14360.85,13139.19,11051.9336,10547.56961,25.89378315,21.10808335,3673.033139,2994.181623,469.2948333,376.9447619,0,0,0,0,0,0,0,0,0,0,434.5233365,513.198687,346.80575,490.22165,0,0,0,0,0,328.7672228
7/28/2023,KAPIVA HIMALAYA SHILAJIT 10 GRMS_UMA,Mens Health,HPC,Ingestibles,17578,2397,537.8358475,67.54611357,0,0,16955,2239,10657.56169,1203.825535,14.71385208,1.740228738,1768.163604,209.1232874,1124.54856,114.5,0,0,0,0,0,0,0,0,0,0,668.6554974,0,520.6432,0,0,0,0,0,247.8842159,0
7/28/2023,KAPIVA HFE - 60 CAPS,Mens Health,HPC,Ingestibles,20774,15181,1403.783727,892.7187402,5855.321952,4249.831393,11332,8563,7565.553287,6400.377996,18.5791677,15.30410898,3030.448043,2496.253216,367.0402667,373.331,0,0,0,262.193173,0,0,0,0,0,0,237.1019816,472.4631327,962.19035,0,0,0,0,0,0,163.9350525
7/28/2023,KAPIVA ST- 60 CAPS,Mens Health,HPC,Ingestibles,9588,7990,346.6469559,767.4184853,3155.953386,2754.709806,5184,4077,3816.341623,3289.685344,9.738074232,8.85775225,1114.035692,1013.326857,175.9355,138.3034286,0,0,0,457.6166391,0,0,0,0,0,0,0,145.5340157,0,923.0769,0,0,0,0,0,0
7/28/2023,KAPIVA VIGOR MAX JUICE 1 L,Mens Health,HPC,Ingestibles,5000,7000,550.3656626,978.344272,667.0117971,550.3809611,3527.44,5202.31,2506.277549,4212.126054,7.19513908,12.35161274,553.8818064,950.8271489,433.4144,727.12,0,0,0,238.8509122,0,0,0,0,0,0,219.310617,72.07060395,0,312.90745,0,0,0,0,0,0
7/28/2023,KAPIVA VEGAN PROTEIN MALE BANANA 1 KG,Mens Health,HPC,Ingestibles,6747,0,173.422788,0,1096.675155,0,4730,0,2332.433987,0,1.463021571,0,865.3772592,0,206.25,0,0,0,0,0,0,0,0,0,0,0,279.4043037,0,0,0,0,0,0,0,0,0
7/28/2023,KAPIVA VEGAN PROTEIN - CHOCOLATE 1 KG_2249,Mens Health,HPC,Ingestibles,2249,2249,187.1416701,328.6816206,0,0,2024,1871,1437.868804,1367.052403,0.766084273,0.861775999,456.2031846,513.1876074,84.0608,54.93333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/2023,KAPIVA SHILAJEET + STAMINA CAPSULES 60 CAPS,Mens Health,HPC,Ingestibles,1950,1300,0,158.0100694,537.3678405,308.0508664,1398,813,1037.666501,677.5537431,2.591728188,1.900081366,320.4671904,234.9450609,83.2,17.58666667,0,0,0,0,0,0,0,0,0,0,158.2421186,141.5300648,0,0,0,0,0,0,0,0
7/28/2023,KAPIVA SHILAJEET CAPSULES 60 CAPS_599,Mens Health,HPC,Ingestibles,4193,7787,82.33902439,141,2375.456815,5447,1149,2199,908.4862223,2094.290002,5.586317256,13,503.1037321,1170.78,123.8933333,286.3333333,0,0,0,0,0,0,0,0,0,0,119.0732297,288.8048084,0,0,0,0,0,0,0,0
7/28/2023,KAPIVA SHILAJIT GOLD CAPSULES 30 CAP,Mens Health,HPC,Ingestibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/28/2023,KAPIVA SHILAJIT GOLD CAPSULES 60 CAP,Mens Health,HPC,Ingestibles,0,12586,0,907.1451979,0,1777.920017,0,9599,0,7725.110397,0,11.08162825,0,2526.611241,0,374.9,0,0,0,0,0,0,0,0,0,0,0,505.5390128,0,0,0,0,0,0,0,734.6452085
7/28/2023,KAPIVA VIGOR MAX CAPSULES 60 CAPS_999,Mens Health,HPC,Ingestibles,999,1998,0,168.2359209,0,713.7105007,504,865,0,618.7392336,0,1.371833092,0,554.5635274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/29/2023,KAPIVA HIMALAYA SHILAJIT 20 GRMS_UMA,Mens Health,HPC,Ingestibles,873917,392738,33516.76775,19195.82653,270210.0413,139239.1511,483088.85,200032.39,343721.3251,153572.3295,456.3859035,216.5531598,91085.49863,43219.67964,15796.69538,6081.052086,10536.12723,23918.60831,2423.956761,0,0,0,0,0,151148.32,37787.08,18125.8391,4102.282655,7628.6108,2049.17995,7952,1988,46780.64,11695.16,954.8258997,3353.771966
7/29/2023,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 20G,Mens Health,HPC,Ingestibles,476735,318423,26682.64025,20796.3019,95394.2852,75946.97237,329654,210704,239730.0129,166376.1294,216.1545112,156.2438372,54710.86833,39546.87764,8118.8705,4173.083001,5615.300909,12622.34173,1383.005065,2197.277034,0,0,0,0,95679.12,23919.78,14039.72001,4840.732096,9990.5474,5884.9177,14145.6,3536.4,27451.76,6862.94,3168.531432,0
7/29/2023,KAPIVA HIMALAYA SHILAJIT 30 GRAMS,Mens Health,HPC,Ingestibles,90257,37782,3668.971101,1721.135264,29061.63518,12846.92068,49443,20549,37154.42798,16300.69467,34.19752944,15.61067446,9412.186028,4296.525931,1472.853333,787.26,0,0,461.8645277,0,0,0,0,0,0,0,2484.779028,1016.766679,1639.34395,0,0,0,0,0,0,1275.081434
7/29/2023,KAPIVA HIMALAYA SHILAJIT 10 GRMS_UMA,Mens Health,HPC,Ingestibles,15980,6392,854.6669165,153.9025373,0,0,14990,6212,9609.125457,4289.858468,13.37622916,6.090800583,1607.421458,731.9315061,939.46,296.94,0,0,0,0,0,0,0,0,0,0,128.1161715,0,0,0,0,0,0,0,0,0
7/29/2023,KAPIVA TB - 60 CAPS,Mens Health,HPC,Ingestibles,14382,12784,542.9527054,1011.116456,4569.009887,1868.035461,8699,9435,6694.626431,7596.232135,16.07200333,14.07205557,2279.813673,1996.121082,435.6867733,400.3813067,0,0,0,212.9975645,0,0,0,0,0,0,339.9868669,198.3848004,0,0,0,0,0,0,0,318.0952918
7/29/2023,KAPIVA VIGOR MAX JUICE 1 L,Mens Health,HPC,Ingestibles,6500,3500,444.5285191,345.4386973,872.9365216,460.8433506,4782.25,2487.61,3468.228173,2055.241292,9.353680804,6.175806371,720.0463483,475.4135744,804.515,351.068913,0,0,461.124955,0,0,0,0,0,0,0,237.4141574,181.8007442,0,0,0,0,0,0,0,221.4245672
7/29/2023,KAPIVA HFE - 60 CAPS,Mens Health,HPC,Ingestibles,6392,14382,400.2313169,1095.225827,1725.027456,3691.85429,3626,7982,2420.826606,5500.285325,5.716666984,13.69315014,932.4455518,2233.489719,105.1266667,245.0404762,0,0,3880.549514,0,0,0,0,0,0,0,0,87.12608187,0,0,0,0,0,0,0,242.4869058
7/29/2023,KAPIVA VEGAN PROTEIN - CHOCOLATE 1 KG_2249,Mens Health,HPC,Ingestibles,2249,2249,224.5700042,293.0309686,0,0,1979,1912,1405.913183,1397.004093,0.766084273,0.861775999,456.2031846,513.1876074,130.6368,146.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/29/2023,KAPIVA ST- 60 CAPS,Mens Health,HPC,Ingestibles,3196,5593,290.1756473,556.3336805,444.7906654,1744.799828,1935.5,3036,1092.608263,2449.728628,2.434518558,6.200426575,278.508923,709.3288002,77.8,67.795,0,0,0,0,0,0,0,0,0,0,91.73966426,0,388.4809,0,0,0,0,0,0,243.0269591
7/29/2023,KAPIVA SHILAJEET + STAMINA CAPSULES 60 CAPS,Mens Health,HPC,Ingestibles,1950,650,247.18,41.17838173,281.0667444,154.0254332,1414.1,446,1049.604213,371.6910289,2.591728188,0.950040683,320.4671904,117.4725305,51.7,9.706666667,0,0,0,0,0,0,0,0,0,0,89.26428255,0,0,0,0,0,0,0,0,0
7/29/2023,KAPIVA SHILAJIT GOLD CAPSULES 60 CAP,Mens Health,HPC,Ingestibles,899,5394,96.17950139,661.3262768,107.9240467,888.0701584,653,3675,466.4909238,2957.589229,0.720744718,4.74926925,164.3297957,1082.833389,11.33333333,85.59418919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/29/2023,KAPIVA SHILAJIT GOLD CAPSULES 30 CAP,Mens Health,HPC,Ingestibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/29/2023,KAPIVA SHILAJEET CAPSULES 60 CAPS_599,Mens Health,HPC,Ingestibles,599,7787,0,542.99,0,5447,129,1797.01,0,1711.443334,0,13,0,1170.78,0,240.5352381,0,0,0,0,0,0,0,0,0,0,0,0,0,353.504,0,0,0,0,0,76.68849251
7/29/2023,KAPIVA VIGOR MAX CAPSULES 60 CAPS_999,Mens Health,HPC,Ingestibles,0,4995,0,237.4170472,0,1631.671123,0,2493,0,1854.090092,0,3.42958273,0,1386.408819,0,94.42,0,0,0,196.3571379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/29/2023,KAPIVA VEGAN PROTEIN MALE BANANA 1 KG,Mens Health,HPC,Ingestibles,0,2249,0,253,0,439.5312148,0,1436,0,962.9814041,0,0.6559496,0,387.9941884,0,105.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/30/2023,KAPIVA HIMALAYA SHILAJIT 20 GRMS_UMA,Mens Health,HPC,Ingestibles,1008827,419720,44921.74097,18755.46184,308988.4514,145552.1956,560405.53,215297.44,404372.3138,161824.1966,534.1880699,226.4716252,106613.255,45199.20695,19405.92902,6000.560597,9856.070825,17839.24041,2949.121259,0,0,0,0,0,158217.92,39554.48,24173.27594,8388.715479,12545.80695,1526.22305,7952,1988,47088.8,11772.2,934.4565259,3121.817899
7/30/2023,KAPIVA HIM FOODS SHILAJIT GOLD RESIN - 20G,Mens Health,HPC,Ingestibles,644042,309428,36324.73961,21700.32884,134344.8882,72036.07877,443523,204916,330655.9828,161863.5288,299.4202568,151.7797276,75786.26119,38416.96685,10885.59797,4507.113296,5144.900012,7994.314222,5012.871464,1331.758844,0,0,0,0,99347.68,24836.92,20804.18525,8290.917987,9124.26215,2577.6245,14145.6,3536.4,28000.72,7000.18,1023.921595,2478.615419
7/30/2023,KAPIVA HIMALAYA SHILAJIT 30 GRAMS,Mens Health,HPC,Ingestibles,142732,39881,6439.813449,2250.030425,49404.77981,13560.6385,77941,21204,62984.78698,16820.27045,58.13580005,16.47793415,16000.71625,4535.221816,2535.71,582.71,0,0,0,0,0,0,0,0,0,0,1998.287656,203.9525419,1164.8396,0,0,0,0,0,0,860.7562681
7/30/2023,KAPIVA HIMALAYA SHILAJIT 10 GRMS_UMA,Mens Health,HPC,Ingestibles,23171,1598,1306.172772,0,0,0,21658,1598,13987.18428,1266.427092,19.39553228,1.740228738,2330.761114,209.1232874,1286.24,111,0,0,0,0,0,0,0,0,0,0,1187.632424,137.2856718,386.39195,0,0,0,0,0,0,0
7/30/2023,KAPIVA TB - 60 CAPS,Mens Health,HPC,Ingestibles,23171,19176,979.3190576,1893.851225,8089.851002,2660.266819,13089,13837,10073.12213,11182.42266,25.89378315,21.10808335,3673.033139,2994.181623,660.8717752,548.3182514,0,0,0,0,0,0,0,0,0,0,519.5891277,294.3307377,369.4008,0,0,0,0,0,0,229.7714705
7/30/2023,KAPIVA HFE - 60 CAPS,Mens Health,HPC,Ingestibles,19975,38352,933.0233247,2856.193701,5252.5019,10279.37557,11592,20793,7937.444844,13755.06384,17.86458433,35.44109448,2913.892349,5780.796921,473.4159778,682.5516667,0,0,1859.596557,0,0,0,0,0,0,0,164.2616312,200.1724678,0,483.3046,0,0,0,0,0,0
7/30/2023,KAPIVA ST- 60 CAPS,Mens Health,HPC,Ingestibles,10387,15980,612.496501,1332.696437,3470.255963,4468.166357,5387,9160,3891.452194,7630.752534,10.54958042,17.7155045,1206.872,2026.653715,161.1833333,420.0809524,0,0,0,0,0,0,0,0,0,0,381.2725748,154.8114459,0,0,0,0,0,0,0,0
7/30/2023,KAPIVA VIGOR MAX JUICE 1 L,Mens Health,HPC,Ingestibles,5500,12500,599.5918251,1392.580291,655.5858042,884.6173147,3987.06,9689.99,2832.861548,7518.83144,7.914652988,21.17419327,609.269987,1629.989398,640.1062381,1408.401286,0,0,941.4339698,0,0,0,0,0,0,0,308.1710455,238.9732166,311.82585,504.53725,0,0,0,0,0,0
7/30/2023,KAPIVA SHILAJEET CAPSULES 60 CAPS_599,Mens Health,HPC,Ingestibles,5990,2396,447.995122,147,3865.55045,1577,1294,573,1282.198764,640.0033333,9.31052876,4,838.5062201,360.24,178.5,68.22666667,0,0,0,0,0,0,0,0,0,0,102.9212895,49.14109596,257.38485,0,0,0,0,0,0,0
7/30/2023,KAPIVA SHILAJEET + STAMINA CAPSULES 60 CAPS,Mens Health,HPC,Ingestibles,1300,5200,196,359.1904051,120.7130656,833.6028647,782,3953.57,727.4023715,3294.858626,1.727818792,7.600325464,213.6447936,939.7802436,80.6,151.5928571,0,0,0,0,0,0,0,0,0,0,67.18231058,0,246.0574,0,0,0,0,0,0,0
7/30/2023,KAPIVA SHILAJIT GOLD CAPSULES 60 CAP,Mens Health,HPC,Ingestibles,899,14384,0,1634.512379,320.5743905,1856.226804,399,10120,355.7569367,8463.108342,0.720744718,12.664718,164.3297957,2887.555704,41,381.4133333,0,0,0,0,0,0,0,0,0,0,0,776.290982,0,0,0,0,0,0,0,213.2184692
7/30/2023,KAPIVA SHILAJIT GOLD CAPSULES 30 CAP,Mens Health,HPC,Ingestibles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0